FROM,TO
3997,124
3998,124
3999,124
4000,124
4001,124
4002,124
4003,124
4004,124
4005,124
4275,124
4276,124
4277,124
4278,124
4279,124
4280,124
4281,124
4282,124
4283,124
4284,124
4285,124
4286,124
4287,124
4288,124
4289,124
4290,124
4291,124
4292,124
4293,124
4294,124
4295,124
4296,124
4297,124
4440,124
3280,126
3749,126
4084,126
4497,126
3193,127
3194,127
3195,127
3368,127
7842,128
3265,128
3266,128
3267,128
3432,128
3433,128
3434,128
3435,128
3436,128
3437,128
3438,128
3439,128
3763,128
3830,128
3831,128
4077,128
4078,128
4079,128
4080,128
4123,128
4386,128
4387,128
4388,128
4389,128
4390,128
4391,128
4392,128
4393,128
4394,128
4395,128
3026,129
3027,129
3952,129
3953,129
3374,130
3750,130
3751,130
3816,130
3817,130
3818,130
3819,130
4498,130
4499,130
3349,131
3725,131
3726,131
3727,131
4475,131
3154,132
3490,132
3491,132
3492,132
3493,132
3494,132
3495,132
3496,132
3497,132
3847,132
3848,132
3849,132
3850,132
4134,132
4135,132
2721,133
3104,133
3105,133
3106,133
3107,133
3108,133
3109,133
3110,133
3111,133
3112,133
3113,133
3114,133
3389,133
3390,133
3647,133
3648,133
3649,133
3650,133
3651,133
3652,133
3653,133
3654,133
3655,133
3656,133
3657,133
3658,133
3765,133
3834,133
3835,133
3836,133
3837,133
4021,133
4022,133
4023,133
4024,133
4322,133
4323,133
4324,133
4325,133
4326,133
4327,133
4328,133
4329,133
3311,134
3474,134
3475,134
4432,134
3133,135
3134,135
3683,135
3684,135
3685,135
4341,135
4342,135
4343,135
3163,136
3512,136
3864,136
4148,136
3397,137
4054,137
4055,137
4357,137
4358,137
3566,138
3581,138
3582,138
3945,138
4224,138
3176,139
3177,139
3348,140
3723,140
3724,140
3791,140
3792,140
3793,140
3794,140
3362,141
3363,141
3364,141
3810,141
4487,141
4488,141
3184,142
3185,142
3394,142
4164,142
4165,142
4101,143
4102,143
4422,143
3781,144
3782,144
4471,144
4472,144
3375,145
3752,145
4500,145
3446,146
4083,146
3300,147
3464,147
3465,147
3466,147
4104,147
4423,147
3157,148
3158,148
3503,148
3504,148
3505,148
3506,148
3507,148
3508,148
3509,148
3854,148
3855,148
3856,148
4140,148
4141,148
3310,149
4431,149
3116,150
3117,150
3118,150
3663,150
3664,150
3665,150
4029,150
4030,150
4031,150
4334,150
3242,151
3243,151
3408,151
3409,151
3410,151
4060,151
3299,152
3463,152
4103,152
3232,153
3272,153
3273,153
3274,153
3443,153
4082,153
3388,154
3828,154
3233,155
3915,155
3228,156
3229,156
3559,156
3560,156
3561,156
3562,156
3911,156
4205,156
4206,156
3369,157
3742,157
3807,158
3808,158
3809,158
3263,160
3431,160
3350,161
3795,161
4476,161
4477,161
3500,162
3501,162
3395,163
4052,163
3031,164
3032,164
3033,164
3034,164
3035,164
3036,164
3037,164
3038,164
3039,164
3040,164
3041,164
3042,164
3043,164
3044,164
3045,164
3046,164
3047,164
3048,164
3049,164
3050,164
3051,164
3052,164
3053,164
3139,164
3140,164
3568,164
3586,164
3587,164
3588,164
3589,164
3590,164
3591,164
3592,164
3593,164
3594,164
3595,164
3596,164
3597,164
3598,164
3599,164
3600,164
3601,164
3602,164
3603,164
3604,164
3605,164
3606,164
3607,164
3608,164
3609,164
3610,164
3611,164
3612,164
3613,164
3614,164
3689,164
3690,164
3691,164
3955,164
3956,164
3957,164
3958,164
3959,164
3960,164
3961,164
3962,164
3963,164
3964,164
3965,164
3966,164
3967,164
3968,164
3969,164
3970,164
3971,164
3972,164
3973,164
3974,164
3975,164
3976,164
3977,164
3978,164
3979,164
3980,164
3981,164
3982,164
3983,164
3984,164
4234,164
4235,164
4236,164
4237,164
4238,164
4239,164
4240,164
4241,164
4242,164
4243,164
4244,164
4245,164
4246,164
4247,164
4248,164
4249,164
4250,164
4251,164
4252,164
4253,164
4254,164
4255,164
4256,164
4257,164
4258,164
4259,164
4260,164
4261,164
4262,164
4263,164
4264,164
4265,164
4266,164
4267,164
4268,164
4269,164
4270,164
4271,164
4272,164
4273,164
4274,164
4354,164
3166,169
3392,169
4151,169
4443,169
3419,171
4065,171
4066,171
4370,171
3583,173
4232,173
4233,173
3308,174
3309,174
3698,174
3838,174
4114,174
4115,174
4116,174
3006,176
3007,176
3008,176
3009,176
3010,176
3011,176
3012,176
3013,176
3014,176
3015,176
3016,176
3017,176
3018,176
3019,176
3141,176
3483,176
3569,176
3570,176
3571,176
3572,176
3573,176
3574,176
3575,176
3576,176
3577,176
3578,176
3579,176
3693,176
3694,176
3695,176
3918,176
3919,176
3920,176
3921,176
3922,176
3923,176
3924,176
3925,176
3926,176
3927,176
3928,176
3929,176
3930,176
3931,176
3932,176
3933,176
3934,176
3935,176
3936,176
3937,176
3938,176
3939,176
3940,176
3941,176
3942,176
3943,176
4210,176
4211,176
4212,176
4213,176
4214,176
4215,176
4216,176
4217,176
4218,176
4219,176
4220,176
4221,176
4347,176
4348,176
3783,179
3784,179
3785,179
3499,181
4138,181
3168,183
3169,183
3518,183
3869,183
4157,183
4158,183
4441,183
3278,184
4401,184
3511,186
3767,186
3861,186
3862,186
3863,186
4146,186
4147,186
3122,188
3123,188
4036,188
3275,189
3276,189
3277,189
3444,189
3445,189
4400,189
3197,190
3198,190
3199,190
3200,190
3201,190
3202,190
3203,190
3204,190
3205,190
3206,190
3207,190
3208,190
3209,190
3210,190
3211,190
3212,190
3213,190
5369,190
3535,190
3536,190
3537,190
3538,190
3539,190
3540,190
3541,190
3542,190
3543,190
3544,190
3545,190
3546,190
3547,190
3548,190
3879,190
3880,190
3881,190
3882,190
3883,190
3884,190
3885,190
3886,190
3887,190
3888,190
3889,190
3890,190
3891,190
3892,190
3893,190
4176,190
4177,190
4178,190
4179,190
4180,190
4181,190
4182,190
4183,190
4184,190
4185,190
4186,190
4187,190
4188,190
4189,190
4208,190
4437,190
4438,190
4439,190
3253,197
4172,197
4372,197
6428,198
3262,198
4384,198
3312,199
3476,199
3717,201
3718,201
3787,201
3136,204
3137,204
3138,204
3687,204
3688,204
4048,204
4049,204
4050,204
3268,206
3269,206
3270,206
3271,206
3440,206
3441,206
3442,206
3697,206
4081,206
4396,206
4397,206
4398,206
4399,206
3086,207
4301,207
3353,208
3354,208
3796,208
4480,208
3462,210
4100,210
4418,210
4419,210
4420,210
4421,210
3839,211
4485,211
4486,211
3178,213
3179,213
3219,214
3220,214
3555,214
3906,214
4197,214
4198,214
3294,215
3295,215
3296,215
3458,215
3459,215
3460,215
3461,215
4098,215
4099,215
4412,215
4413,215
4414,215
4415,215
4416,215
4417,215
3162,217
4145,217
3103,219
4019,219
4320,219
3387,221
3761,221
3826,221
4507,221
3151,222
3152,222
3153,222
3489,222
3846,222
4131,222
4132,222
4133,222
3149,223
4128,223
3521,224
3669,224
3670,224
4041,224
3279,225
3554,225
3905,225
4196,225
3430,226
4385,226
3407,228
4057,228
4058,228
4059,228
3344,230
3786,230
3252,232
3421,232
4068,232
3367,233
4492,233
3172,235
3173,235
3174,235
3175,235
3357,236
3799,236
3800,236
4482,236
3351,238
3728,238
4478,238
3180,240
4159,240
3236,241
3237,241
3400,241
3401,241
3402,241
3403,241
4056,241
4361,241
3516,243
3865,243
3866,243
3867,243
4152,243
4153,243
3347,245
3721,245
3722,245
3148,246
3484,246
3485,246
3486,246
3843,246
3844,246
4126,246
4127,246
3735,248
3736,248
3805,248
3145,250
3181,250
3182,250
3183,250
3696,250
4160,250
4161,250
4162,250
4163,250
4352,250
3383,251
3384,251
3823,251
4505,251
3333,253
3334,253
3335,253
3336,253
3337,253
3775,253
4459,253
4460,253
4461,253
7786,254
7787,254
7788,254
6881,254
7051,254
7052,254
7148,254
7304,254
7605,254
3404,254
4367,254
4368,254
3261,257
4383,257
3227,258
3558,258
3909,258
3910,258
4051,258
4204,258
3281,261
3282,261
3283,261
3284,261
3285,261
3286,261
3287,261
3288,261
3289,261
3290,261
3291,261
3292,261
3293,261
3447,261
3448,261
3449,261
3450,261
3451,261
3452,261
3453,261
3454,261
3455,261
3456,261
3457,261
3832,261
3833,261
3842,261
4085,261
4086,261
4087,261
4088,261
4089,261
4090,261
4091,261
4092,261
4093,261
4094,261
4095,261
4096,261
4097,261
4402,261
4403,261
4404,261
4405,261
4406,261
4407,261
4408,261
4409,261
4410,261
4411,261
4509,261
3370,264
3743,264
3829,264
3230,266
3563,266
3564,266
3912,266
4207,266
3297,267
3298,267
3766,267
3238,268
3239,268
4362,268
4363,268
4364,268
4365,268
3366,270
3739,270
3740,270
3741,270
3811,270
3812,270
4490,270
4491,270
3250,271
3415,271
3416,271
3417,271
3418,271
3196,273
4175,273
3126,275
3674,275
4042,275
3345,276
3346,276
3719,276
3720,276
3788,276
3789,276
3790,276
4349,276
4473,276
4474,276
3030,277
3585,277
3021,279
3022,279
3946,279
3947,279
3948,279
3949,279
4225,279
4226,279
3321,281
4311,281
3360,282
3733,282
3734,282
3804,282
3519,284
3873,284
3874,284
3127,285
3128,285
3129,285
3130,285
3131,285
3675,285
3676,285
3677,285
3678,285
3679,285
3680,285
3681,285
3682,285
4339,285
3301,287
3302,287
3303,287
3304,287
3305,287
3306,287
3467,287
3468,287
3469,287
3470,287
3471,287
3472,287
3473,287
4105,287
4106,287
4107,287
4108,287
4109,287
4110,287
4111,287
4112,287
4353,287
4424,287
4425,287
4426,287
4427,287
4428,287
4429,287
3264,291
4374,291
3424,292
3425,292
4069,292
4070,292
4373,292
3399,294
3567,294
4360,294
3085,296
3628,296
3629,296
3914,296
4007,296
4008,296
4300,296
3221,298
3222,298
3223,298
3556,298
3907,298
3908,298
4199,298
4200,298
4201,298
4202,298
3099,299
3917,299
3095,301
3096,301
4310,301
3646,302
4020,302
4321,302
3101,303
4319,303
3186,304
3522,304
3523,304
3524,304
3525,304
3526,304
3527,304
3528,304
3529,304
3875,304
3876,304
3877,304
4122,304
4166,304
4167,304
4168,304
4169,304
4170,304
4171,304
3391,305
3951,305
4230,305
4231,305
3398,306
4359,306
3155,307
3498,307
4136,307
4137,307
3241,308
3405,308
3406,308
3377,309
3378,309
3379,309
3820,309
4504,309
2341,310
2342,310
2343,317
2289,318
2314,321
2334,321
2335,321
2374,321
2214,325
2215,325
2269,325
2268,331
2250,336
2299,336
2300,343
2257,344
2364,344
2365,344
2366,344
2358,345
2376,348
2321,349
2207,351
2208,351
2209,351
2227,351
2265,351
2292,351
2340,351
2317,358
2252,363
2259,363
2100,364
2230,364
6166,364
6389,364
2981,364
5058,364
2255,371
2233,378
2224,383
2339,384
2210,386
2211,386
2212,386
2232,386
2266,386
2336,387
2337,387
2338,387
2377,387
2248,398
2249,398
2296,398
2297,398
2359,398
2291,418
2367,423
2254,433
2379,433
2362,440
2378,442
2218,446
2219,446
2220,446
2221,446
2222,446
2247,446
2261,446
2304,446
2305,446
2306,446
2307,446
2308,446
2309,446
2310,446
2311,446
2324,446
2325,446
2326,446
2327,446
2328,446
2329,446
2330,446
2368,446
2369,446
2370,446
2213,469
2277,470
2234,474
2260,478
2350,478
2226,485
2267,485
2293,485
2253,486
2355,490
2513,517
2514,517
2515,517
2516,517
2517,517
2518,517
5636,517
5787,517
2979,522
2980,522
4928,524
4929,524
4930,524
4931,524
4932,524
4933,524
4934,524
4935,524
4936,524
4937,524
4938,524
4979,528
4980,528
4981,528
4982,528
4983,528
5036,531
5227,535
5229,535
5230,535
5231,535
5237,537
5238,537
5239,537
5240,537
5241,537
7126,540
5487,540
5488,540
5489,540
5490,540
5491,540
5492,540
7082,543
6694,543
5894,543
5895,543
5896,543
5897,543
5898,543
5899,543
5900,543
5901,543
5902,543
5903,543
5904,543
5905,543
5906,543
5907,543
5908,543
5909,543
5910,543
5911,543
5912,543
5913,543
5914,543
5915,543
5916,543
5917,543
5918,543
5919,543
5920,543
5921,543
5922,543
5923,543
5924,543
5925,543
5926,543
5927,543
5928,543
5929,543
5930,543
5931,543
5932,543
5933,543
5934,543
7867,553
7868,553
7869,553
1870,556
1851,559
1856,559
1857,559
1858,559
1859,559
1868,559
1895,559
1901,559
7742,564
1860,564
1936,564
5600,564
5601,564
5684,564
5685,564
1878,570
1875,574
1882,576
1887,577
1867,578
1924,578
1925,578
1926,578
1864,581
1855,584
1899,584
1917,584
1918,584
1919,584
1874,585
1881,587
1938,589
1939,589
1879,590
1849,592
1850,592
2848,595
2845,597
2919,597
2911,598
2939,598
2855,599
2846,601
2838,603
2864,605
2897,605
2831,606
2791,609
2901,609
2902,609
2907,609
2908,609
2909,609
2910,609
2917,609
2935,609
2936,609
2937,609
2938,609
4685,609
2896,612
2930,612
2931,612
7320,615
2851,615
2852,615
2868,615
2869,615
2870,615
2887,615
2920,615
2921,615
2922,615
2923,615
2834,618
2835,618
2854,619
2827,620
2898,620
2934,620
2840,622
2841,622
2842,622
2843,622
2866,622
2871,622
2884,622
2918,622
2833,623
2912,623
2900,625
2906,625
2829,626
2836,628
2876,628
2877,628
2878,628
2880,628
2881,628
2882,628
2913,628
2914,628
2915,628
2927,630
2928,630
2890,632
2924,632
2875,633
2893,633
2874,634
2926,634
4510,635
4559,636
4523,637
4524,637
4525,637
4566,637
4567,637
4568,637
4586,637
4573,638
4569,639
4550,640
4558,641
4542,642
4570,642
4571,642
4528,643
4529,643
4580,643
4518,644
4555,645
4543,647
4551,648
4539,649
4511,650
4544,652
4547,652
4515,653
4516,653
4540,653
4530,656
4519,658
4520,658
4521,658
4522,658
4531,658
4560,658
4561,658
4562,658
4563,658
4581,658
4582,658
4583,658
4584,658
4585,658
4545,663
4535,666
5062,718
5112,730
5113,730
5114,730
5115,730
5116,730
5117,730
5118,730
5119,730
5120,730
5121,730
5126,730
5049,730
5050,730
5051,730
5052,730
5053,730
5054,730
5055,730
5080,730
5081,730
5082,730
5083,730
5084,730
5085,730
5086,730
5092,730
5093,730
5094,730
5095,730
5096,730
5097,730
5098,730
5099,730
5390,767
5485,767
5284,776
5285,776
5286,776
5381,776
5458,776
5459,776
5460,776
5461,776
5323,780
5327,782
5328,782
5382,782
5383,782
5384,782
5388,782
5389,782
5480,782
5481,782
5263,786
5264,786
5265,786
5266,786
5398,786
5399,786
5400,786
5444,786
5445,786
5319,792
5567,796
5568,796
5597,796
5695,796
5751,796
5752,796
5753,796
5551,803
5552,803
5648,803
5649,803
5650,803
5651,803
5580,808
5581,808
5615,808
5616,808
5617,808
5618,808
5720,808
5768,808
5769,808
5770,808
5710,818
5739,818
5740,818
5797,818
5557,831
5558,831
5661,831
5664,831
5665,831
5666,831
6058,835
6044,840
6007,851
6070,851
6071,851
6072,851
6102,851
6103,851
6944,878
6945,878
6946,878
6947,878
6948,878
6949,878
6950,878
6951,878
6952,878
6953,878
7014,878
7053,878
7135,878
7136,878
7137,878
7138,878
7139,878
7140,878
7141,878
7142,878
7143,878
7308,878
7309,878
7310,878
7311,878
7312,878
7313,878
7314,878
7315,878
7316,878
7317,878
7318,878
7688,878
7692,878
7693,878
7694,878
7695,878
7696,878
7697,878
7818,892
7819,892
7820,892
7821,892
7822,892
7823,892
7824,892
7825,892
7826,892
7827,892
6834,892
6835,892
6836,892
6837,892
6838,892
6839,892
6840,892
6841,892
6842,892
7302,892
7484,892
7485,892
7486,892
7487,892
7488,892
7489,892
7490,892
7491,892
7492,892
7493,892
7494,892
7495,892
7496,892
7571,892
7572,892
7573,892
7574,892
7575,892
7576,892
7577,892
7578,892
7579,892
7580,892
7581,892
7263,905
7264,905
7265,905
7266,905
7267,905
7268,905
7269,905
7270,905
7637,905
7638,905
7639,905
7640,905
7641,905
7642,905
7643,905
7644,905
7645,905
7646,905
7647,905
7648,905
7649,905
7650,905
7915,922
7916,922
7911,943
2193,1056
2194,1056
2470,1083
6860,1111
7044,1111
7595,1111
7596,1111
7597,1111
6666,1111
6674,1111
6749,1111
6750,1111
6764,1111
6765,1111
2571,1111
2589,1111
2620,1111
7669,1144
2944,1144
2954,1144
2997,1154
4591,1161
4592,1161
4594,1161
4615,1161
4627,1161
4628,1161
4675,1171
4676,1171
4724,1171
7077,1175
7078,1175
7324,1175
7704,1175
4682,1175
4699,1175
4702,1175
4703,1175
4704,1175
4961,1196
5497,1268
5806,1283
5807,1283
5851,1283
5852,1283
5853,1283
6436,1298
6433,1304
6438,1304
6445,1304
6446,1304
6447,1304
6458,1304
6215,1341
6220,1341
6221,1341
6265,1341
6266,1341
6290,1341
6634,1419
6657,1419
6658,1419
3132,113
4043,113
4044,113
4045,113
4340,113
3315,300
3316,300
3317,300
3318,300
3319,300
3323,300
3324,300
3325,300
3326,300
3327,300
3328,300
3329,300
3330,300
3331,300
3332,300
3477,300
3478,300
3479,300
3480,300
3481,300
3699,300
3700,300
3701,300
3702,300
3703,300
3704,300
3705,300
3706,300
3707,300
3708,300
3709,300
3710,300
3768,300
3769,300
3770,300
3771,300
3772,300
3773,300
3774,300
4117,300
4118,300
4119,300
4120,300
4433,300
4434,300
4435,300
4444,300
4445,300
4446,300
4447,300
4448,300
4449,300
4450,300
4451,300
4452,300
4453,300
4454,300
4455,300
4456,300
4457,300
4458,300
2217,375
2303,375
2294,385
2290,389
2318,390
2375,411
2344,419
2286,420
2275,426
2276,426
2256,441
2360,441
2316,447
2225,449
2315,449
2320,454
2319,467
2243,472
2244,472
2245,472
2246,472
2281,472
2282,472
2301,472
2302,472
2352,472
2258,489
2284,492
2285,492
2363,497
2241,498
2242,498
2274,498
2280,498
2287,498
2351,498
2356,498
2357,498
2323,499
2237,502
2322,507
1603,508
1765,509
1766,509
1767,509
1768,509
1769,509
1770,509
1771,509
1772,509
1773,509
1774,509
1775,509
1776,509
1777,509
1778,509
1779,509
7237,509
7325,509
7326,509
1837,511
1839,512
1840,512
1841,512
1842,512
1843,512
1844,512
1845,512
1846,512
1847,512
1848,512
2422,515
2423,515
2424,515
2425,515
2426,515
2427,515
2428,515
2429,515
2430,515
2431,515
2635,519
2636,519
2637,519
2638,519
2639,519
2640,519
2641,519
2642,519
2643,519
4968,525
5035,530
5163,534
5164,534
5165,534
5166,534
5243,538
5244,538
5245,538
5246,538
5247,538
5248,538
5249,538
5250,538
5251,538
5252,538
5253,538
5254,538
5255,538
5256,538
5935,544
5936,544
5937,544
5938,544
5939,544
5940,544
6152,548
6153,548
6154,548
6155,548
6156,548
6157,548
6158,548
7805,551
7529,551
6424,551
6425,551
6426,551
6427,551
6429,551
6430,551
6431,551
1863,557
1865,560
1914,562
1934,562
1876,567
1913,572
1935,572
1898,579
1900,579
1862,586
1904,586
1905,586
1906,586
1915,586
1922,593
1930,593
2828,602
2905,602
2863,607
2830,610
2850,613
2867,614
2886,614
4534,668
4766,674
4767,674
4768,674
4769,674
4811,674
4855,674
4856,674
4857,674
4893,674
4775,678
4874,678
4875,678
4910,678
4911,678
4755,681
4803,681
4804,681
4754,684
4802,684
4844,684
4845,684
4846,684
4808,687
4813,687
4888,687
4897,687
4779,690
4780,690
4920,690
4742,693
4743,693
4815,693
4816,693
4858,693
4894,693
4895,693
4805,695
4848,695
4881,695
4751,697
4818,697
4866,697
4772,698
4773,698
4903,698
4904,698
4817,700
4865,700
4899,700
4900,700
4760,703
4761,703
4837,703
4850,703
4886,703
4788,706
4789,706
4790,706
4834,706
4927,706
4800,709
4801,709
4916,709
4798,712
4799,712
4878,712
5070,717
5124,734
5061,734
5073,743
5076,748
5361,757
5329,764
5331,769
5386,769
5483,769
5484,769
5338,773
5324,779
5267,784
5368,784
5401,784
5402,784
5403,784
5446,784
5325,788
5326,790
5582,793
5583,793
5584,793
5585,793
5619,793
5620,793
5621,793
5622,793
5623,793
5721,793
5722,793
5771,793
5772,793
5773,793
5525,798
5550,798
5643,798
5682,798
5521,801
5522,801
5523,801
5524,801
5548,801
5549,801
5639,801
5640,801
5641,801
5642,801
5678,801
5679,801
5680,801
5681,801
5746,801
5529,810
5686,810
5725,810
5726,810
5624,813
5625,813
5723,813
5774,813
5535,816
5536,816
5537,816
5656,816
5657,816
5691,816
5692,816
5693,816
5570,822
5602,822
5750,822
5756,822
6095,833
6096,833
5988,849
6026,855
6066,858
6093,858
5984,858
5986,858
5987,858
6002,861
6083,861
5994,865
7810,875
7811,875
7812,875
7813,875
7814,875
7815,875
7816,875
7817,875
7056,875
7129,875
7443,875
7472,875
7473,875
7474,875
7475,875
7476,875
7477,875
7478,875
7479,875
7480,875
7481,875
7482,875
7483,875
7557,875
7558,875
7559,875
7560,875
7561,875
7562,875
7563,875
7564,875
7565,875
7566,875
7567,875
7568,875
7569,875
7570,875
6826,875
6827,875
6828,875
6829,875
6830,875
6831,875
6832,875
6833,875
7857,889
7858,889
7859,889
7860,889
7861,889
7862,889
6875,889
6876,889
6877,889
7130,889
7525,889
7526,889
7527,889
7611,889
7612,889
7613,889
7614,889
7615,889
7797,895
7798,895
7799,895
7192,895
7449,895
7450,895
7540,895
7541,895
7542,895
7543,895
7544,895
7545,895
6799,895
6800,895
6801,895
7834,901
7835,901
7836,901
7837,901
6853,901
6854,901
6855,901
6856,901
6887,901
7373,901
7501,901
7502,901
7503,901
7504,901
7505,901
7506,901
7588,901
7589,901
7590,901
7591,901
7592,901
6941,908
6942,908
6943,908
7133,908
7134,908
7299,908
7306,908
7307,908
7319,908
7399,908
7678,908
7689,908
7690,908
7691,908
7699,908
7917,917
7901,937
1580,956
1584,959
1594,959
1599,961
1602,967
1631,970
1632,970
1633,970
1605,972
1610,972
1611,972
1615,972
1616,972
1617,972
1618,972
1625,972
1626,972
1627,972
1628,972
1629,972
1630,972
1644,981
1645,981
1646,981
1647,981
1648,981
1660,981
1661,981
1662,981
1663,981
1664,981
1665,981
1666,981
1686,981
1704,981
1705,981
1706,981
1707,981
1708,981
1709,981
1710,981
1711,981
1712,981
1713,981
1714,981
1722,981
1731,981
1741,981
1751,981
1752,981
1753,981
1754,981
1755,981
2011,981
1805,993
1812,1000
1823,1004
1826,1004
1836,1004
1816,1008
1824,1008
1959,1011
1965,1013
1966,1015
1953,1019
2019,1022
2020,1022
2021,1022
2022,1022
2070,1022
2071,1022
2072,1022
2073,1022
2077,1022
2163,1022
2164,1022
2165,1022
2166,1022
2167,1022
2006,1028
2008,1028
2009,1028
2010,1028
2012,1028
2013,1028
2014,1028
2015,1028
2016,1028
2017,1028
2018,1028
2107,1028
2108,1028
2109,1028
2110,1028
2144,1028
2145,1028
2146,1028
2147,1028
2148,1028
2149,1028
2150,1028
7236,1028
2173,1053
2187,1055
2201,1055
2403,1063
2420,1063
2388,1067
2389,1067
2441,1072
2463,1081
2451,1089
2481,1089
2490,1095
6700,1118
2573,1118
2576,1118
2577,1118
2578,1118
2579,1118
2583,1118
2584,1118
2592,1118
2593,1118
2619,1118
2690,1130
2691,1130
2692,1130
2693,1130
2694,1130
2695,1130
2704,1130
2705,1130
2706,1130
2707,1130
2737,1130
2757,1130
2758,1130
2759,1130
2956,1140
2965,1140
2968,1140
2945,1147
2950,1147
2998,1151
2982,1155
2992,1155
2995,1155
3003,1157
4589,1159
4590,1159
4593,1162
4599,1162
4631,1162
4595,1167
4596,1167
4616,1167
4645,1167
7113,1173
7114,1173
4677,1173
4678,1173
4679,1173
4688,1173
4689,1173
4690,1173
4691,1173
4692,1173
4711,1173
4712,1173
4713,1173
4714,1173
4715,1173
4722,1173
4725,1173
4726,1173
4727,1173
4738,1173
4739,1173
4956,1188
4960,1191
5804,1279
5805,1279
5840,1279
5841,1279
5848,1279
5849,1279
5850,1279
5863,1289
5868,1291
5886,1291
5865,1296
6441,1303
6442,1303
6443,1303
6457,1303
6459,1303
6460,1303
6461,1303
6468,1303
6469,1303
6470,1303
6471,1303
6472,1303
6148,1320
6174,1327
6198,1337
6199,1337
6236,1337
6237,1337
6268,1337
6269,1337
6270,1337
6271,1337
6272,1337
6292,1337
6293,1337
6294,1337
6295,1337
6296,1337
6297,1337
6329,1346
6330,1346
6337,1346
6317,1349
6319,1349
6323,1349
5885,1349
6365,1354
6378,1354
6348,1360
6391,1365
6409,1365
6413,1365
6396,1369
6397,1369
6398,1369
6408,1369
6410,1369
6419,1369
6420,1369
6482,1379
6487,1385
6491,1390
6492,1390
6511,1390
6549,1397
6554,1405
6555,1405
6556,1405
6557,1405
6579,1405
6580,1405
6594,1405
6595,1405
6596,1405
6597,1405
6598,1405
6607,1405
6608,1405
6609,1405
6610,1405
6611,1405
6615,1405
6697,1423
6698,1423
6754,1423
6767,1423
2621,1423
2622,1423
7954,1449
3135,112
4344,112
3160,159
3161,159
3510,159
3858,159
3859,159
3125,165
3668,165
4040,165
4336,165
4337,165
4338,165
3385,166
3759,166
3338,167
3339,167
3340,167
3341,167
3342,167
3343,167
3711,167
3712,167
3713,167
3714,167
3715,167
3716,167
3776,167
3777,167
3778,167
3779,167
3780,167
3841,167
4209,167
4436,167
4462,167
4463,167
4464,167
4465,167
4466,167
4467,167
4468,167
4469,167
4470,167
3084,168
3624,168
3625,168
3626,168
3627,168
4006,168
4298,168
4299,168
3231,170
3913,170
3124,172
4039,172
3422,175
3423,175
3020,177
3580,177
3944,177
4222,177
4223,177
3087,178
3088,178
3089,178
3090,178
3091,178
3092,178
3630,178
3631,178
3632,178
3633,178
3634,178
3635,178
3636,178
4009,178
4010,178
4011,178
4012,178
4302,178
4303,178
4304,178
4350,178
4355,178
3164,180
3165,180
3513,180
3514,180
3515,180
4149,180
4150,180
3520,185
4125,185
3361,187
3737,187
3806,187
3762,191
3827,191
4508,191
3756,192
3757,192
3758,192
3824,192
3661,193
3662,193
4330,193
4331,193
3502,194
4139,194
3753,195
4501,195
4502,195
3224,196
3225,196
3226,196
3557,196
4203,196
3307,200
4113,200
4430,200
3517,202
3868,202
4155,202
4156,202
3355,205
3356,205
3729,205
3730,205
3797,205
3798,205
4481,205
3150,209
3322,209
3487,209
3488,209
3845,209
4129,209
4130,209
4026,212
4027,212
4028,212
4332,212
4333,212
3025,216
3146,216
3147,218
3815,218
3187,220
3188,220
3189,220
3190,220
3191,220
3192,220
3393,220
3530,220
3531,220
3532,220
3533,220
3534,220
3764,220
3878,220
4173,220
4174,220
3170,227
3870,227
3167,229
4154,229
3023,231
3024,231
3950,231
4227,231
4228,231
4229,231
3376,234
3754,234
4503,234
3171,237
3871,237
3872,237
3028,239
3584,239
3094,242
4309,242
3093,244
3637,244
3638,244
3639,244
3640,244
4013,244
4014,244
4015,244
4016,244
4305,244
4306,244
4307,244
4308,244
3671,247
3672,247
3673,247
3029,249
3954,249
3251,252
3420,252
4067,252
4371,252
3352,255
4479,255
3358,256
3359,256
3802,256
3803,256
4484,256
3244,260
4124,260
3426,262
4075,262
3365,263
3738,263
4489,263
3373,265
3748,265
4496,265
3413,269
4061,269
3240,272
4366,272
3256,274
3257,274
3258,274
3259,274
3260,274
3427,274
3428,274
3429,274
4076,274
4378,274
4379,274
4380,274
4381,274
4382,274
3120,278
3121,278
4034,278
4035,278
4442,278
4037,280
4038,280
4356,280
3142,283
3159,283
3857,283
4142,283
4143,283
4144,283
3098,286
3643,286
4017,286
4318,286
3382,288
3822,288
3386,289
3760,289
3825,289
4506,289
3482,290
3851,290
3380,293
3381,293
3755,293
3821,293
3102,295
3645,295
4018,295
3249,297
4063,297
4064,297
4369,297
2235,396
2251,450
2361,450
2312,458
2313,458
2331,458
2332,458
2333,458
2371,458
2372,458
2373,458
2205,479
2206,479
2228,479
2229,479
2262,479
2263,479
2264,479
2270,479
2288,479
2552,518
2553,518
2977,521
2978,521
4662,523
4663,523
4664,523
4665,523
4666,523
4667,523
4668,523
4976,527
4977,527
4978,527
4984,529
4985,529
4986,529
4987,529
4988,529
4989,529
4990,529
5149,533
5150,533
5151,533
5152,533
5493,541
5494,541
5495,541
6128,545
6160,549
6161,549
6162,549
6163,549
6388,550
6473,552
7935,554
7936,554
7937,554
7938,554
6707,554
6708,554
6747,554
1916,565
1931,565
1872,568
1853,571
