person,city
8796093031398,967
8796093031418,832
8796093031466,914
8796093031473,844
8796093031490,657
8796093031505,968
8796093031519,1315
8796093031524,1113
8796093031540,162
8796093031555,660
8796093031569,1258
8796093031572,474
8796093031580,521
8796093031585,1052
8796093031594,440
8796093031597,421
8796093031630,379
8796093031646,491
8796093031660,655
8796093031691,1177
8796093031694,472
8796093031696,229
8796093031714,1155
8796093031752,356
8796093031779,918
8796093031780,137
8796093031783,826
8796093031784,397
8796093031787,735
8796093031798,703
8796093031814,1380
8796093031829,310
8796093031862,1310
8796093031881,752
8796093031897,1133
8796093031904,1257
8796093031916,495
8796093031935,416
8796093031937,161
8796093031938,574
8796093031957,1004
8796093031975,1005
8796093031989,924
8796093032002,640
8796093032016,1200
8796093032022,1425
8796093032026,922
8796093032031,636
8796093032068,1021
8796093032101,1197
8796093032126,197
8796093032132,253
8796093032168,1331
8796093032192,871
8796093032196,519
8796093032264,760
8796093032271,1006
8796093032299,906
8796093032300,567
8796093032304,1228
8796093032376,492
8796093032387,601
8796093032397,873
8796093032402,674
8796093032407,672
8796093032409,911
8796093032423,919
8796093032451,343
8796093032459,1253
8796093032460,842
8796093032491,1343
8796093032547,490
8796093032553,135
8796093032576,678
8796093032614,282
8796093032624,1346
8796093032638,603
8796093032728,1328
8796093032749,804
8796093032771,257
8796093032781,857
8796093032803,1071
8796093032834,923
8796093032855,1184
8796093032867,335
8796093032898,625
8796093032945,380
8796093032963,734
8796093032968,441
8796093032982,510
8796093033003,1241
8796093033019,227
8796093033047,1262
8796093033063,118
8796093033091,1327
8796093033158,584
8796093033167,1329
10995116277761,1147
10995116277782,699
10995116277783,877
10995116277835,771
10995116277867,1178
10995116277868,1242
10995116277895,164
10995116277919,1343
10995116277921,135
10995116277966,1405
10995116277974,1390
10995116277998,1410
10995116278013,607
10995116278038,617
10995116278048,1160
10995116278056,643
10995116278068,605
10995116278071,1133
10995116278138,608
10995116278179,622
10995116278214,596
10995116278245,1409
10995116278256,893
10995116278284,1307
10995116278325,568
10995116278334,985
10995116278369,255
10995116278425,165
10995116278456,112
10995116278460,1452
10995116278469,795
10995116278527,1227
10995116278530,160
10995116278543,1379
10995116278557,436
10995116278581,377
10995116278585,936
10995116278602,163
10995116278610,205
10995116278616,273
10995116278620,295
10995116278622,1006
10995116278639,388
10995116278662,473
10995116278698,190
10995116278767,543
10995116278803,631
10995116278807,890
10995116278849,232
10995116278868,999
10995116278875,1001
10995116278880,667
10995116278898,1273
10995116278917,209
10995116278919,575
10995116278922,642
10995116278938,278
10995116278952,1182
10995116278973,1174
10995116278982,1194
10995116279003,276
10995116279007,469
10995116279047,1244
10995116279064,552
10995116279067,1152
10995116279074,669
10995116279087,652
10995116279088,488
10995116279102,1141
10995116279128,1176
10995116279139,979
10995116279159,899
10995116279168,969
10995116279216,850
10995116279256,401
10995116279258,411
10995116279277,1047
10995116279309,252
10995116279310,1140
10995116279311,263
10995116279335,1191
10995116279347,1452
10995116279349,1103
10995116279356,507
10995116279374,687
10995116279381,645
10995116279382,351
10995116279401,162
10995116279412,1322
10995116279428,1266
10995116279484,378
10995116279521,127
10995116279524,1299
10995116279543,918
10995116279548,920
10995116279565,931
10995116279578,418
10995116279584,394
10995116279592,399
10995116279629,191
10995116279632,932
10995116279665,706
10995116279669,389
10995116279682,1401
10995116279686,1338
10995116279705,741
10995116279708,691
10995116279716,585
10995116279720,745
10995116279730,1102
10995116279771,933
10995116279808,667
10995116279819,1125
10995116279857,729
10995116279887,237
10995116279896,774
10995116279908,893
10995116279938,386
10995116279939,448
10995116279955,1045
10995116279977,1043
10995116279989,1084
10995116279993,416
10995116280007,458
10995116280021,1354
10995116280022,1010
10995116280029,1340
10995116280033,1298
10995116280044,772
10995116280084,897
10995116280141,520
10995116280259,722
10995116280270,1295
10995116280298,1394
10995116280301,611
10995116280303,298
10995116280306,460
10995116280345,1265
10995116280382,163
10995116280412,530
10995116280492,1330
10995116280496,677
10995116280498,523
10995116280515,1016
10995116280529,555
10995116280547,631
10995116280548,595
10995116280551,1025
10995116280558,1136
10995116280560,602
10995116280571,766
10995116280573,1005
10995116280598,1069
10995116280685,1020
10995116280704,347
10995116280708,901
10995116280719,1083
10995116280747,451
10995116280749,515
10995116280765,1405
10995116280785,846
10995116280807,941
10995116280814,395
10995116280818,1168
10995116280841,228
10995116280871,468
10995116280901,449
10995116280908,1113
10995116280932,1190
10995116280957,742
10995116280959,724
10995116280964,1301
10995116280975,1436
10995116280980,781
10995116280987,560
10995116280994,677
10995116281013,292
10995116281018,817
10995116281039,1349
10995116281040,581
10995116281078,523
10995116281080,453
10995116281134,317
10995116281135,1337
10995116281170,1349
10995116281181,263
10995116281185,381
10995116281191,112
10995116281207,321
10995116281221,1305
10995116281226,1201
10995116281242,524
10995116281263,768
10995116281274,1158
10995116281291,489
10995116281346,674
10995116281358,148
10995116281365,335
10995116281369,1045
10995116281382,1068
10995116281394,706
10995116281400,1361
10995116281401,906
10995116281430,546
10995116281473,796
10995116281477,656
10995116281484,863
10995116281487,234
10995116281557,520
10995116281623,1181
10995116281631,1345
10995116281682,1226
10995116281686,1067
10995116281697,545
10995116281746,167
10995116281773,1440
10995116281776,181
10995116281783,1046
10995116281793,855
10995116281870,1278
10995116281880,710
10995116281885,894
10995116281902,756
10995116281924,280
10995116281950,267
10995116282007,986
10995116282013,1041
10995116282026,186
10995116282055,791
10995116282071,726
10995116282077,1038
10995116282086,1281
10995116282109,953
10995116282127,373
10995116282169,218
10995116282214,982
10995116282224,320
10995116282237,1214
10995116282291,173
10995116282297,1307
10995116282338,1418
10995116282366,830
10995116282388,481
10995116282427,1051
10995116282430,917
10995116282435,340
10995116282474,696
10995116282476,1157
10995116282478,1382
10995116282506,1129
10995116282520,1435
10995116282575,397
10995116282607,951
10995116282628,205
10995116282649,811
10995116282674,1418
10995116282680,147
10995116282724,767
10995116282806,608
10995116282829,252
10995116282854,383
10995116282865,242
10995116282898,1390
10995116282913,1005
10995116282932,532
10995116282938,205
10995116282972,1117
10995116282983,529
10995116282997,583
10995116283011,807
10995116283026,1071
10995116283030,174
10995116283072,302
10995116283093,1283
10995116283110,674
10995116283165,883
10995116283177,345
10995116283186,1230
10995116283204,1244
10995116283206,649
10995116283291,379
10995116283294,421
10995116283323,1365
10995116283328,869
10995116283329,149
10995116283343,1111
10995116283346,654
10995116283381,1031
10995116283405,476
10995116283417,127
10995116283457,439
10995116283463,1134
10995116283485,1208
10995116283526,1230
10995116283550,1017
10995116283553,1010
10995116283558,1292
10995116283612,695
10995116283619,1379
10995116283630,1082
10995116283652,1016
10995116283668,785
10995116283675,888
10995116283679,787
10995116283689,143
10995116283714,326
10995116283735,295
10995116283786,310
10995116283797,1348
10995116283805,1275
10995116283852,1041
10995116283874,367
10995116283875,1090
10995116283883,1336
10995116283889,1216
10995116283894,693
10995116283899,1354
10995116283902,751
10995116283907,653
10995116283913,548
10995116283917,1033
10995116283922,1292
10995116283933,1366
10995116283934,702
10995116283963,791
10995116283972,132
10995116284091,1090
10995116284126,376
10995116284136,111
10995116284152,957
10995116284172,474
10995116284201,322
10995116284206,536
10995116284212,408
10995116284245,887
10995116284259,863
10995116284291,957
10995116284310,1072
10995116284315,981
10995116284346,588
10995116284351,986
10995116284357,1271
10995116284358,332
10995116284367,895
10995116284386,760
10995116284405,394
10995116284412,315
10995116284413,279
10995116284415,518
10995116284427,1129
10995116284440,1445
10995116284458,1330
10995116284468,1108
10995116284470,751
10995116284476,1206
10995116284483,936
10995116284495,1189
10995116284517,1294
10995116284520,1053
10995116284530,263
10995116284554,1261
10995116284560,347
10995116284563,796
10995116284575,561
10995116284584,1392
10995116284589,640
10995116284592,1260
10995116284623,260
10995116284625,308
10995116284636,831
10995116284647,203
10995116284701,599
10995116284716,594
10995116284717,353
10995116284752,300
10995116284809,1408
10995116284810,1028
10995116284819,134
10995116284830,1138
10995116284837,806
10995116284909,1386
10995116284910,1127
10995116284938,1396
10995116284950,810
10995116284967,347
10995116284986,731
10995116285000,352
10995116285001,876
10995116285043,866
10995116285054,365
10995116285060,1277
10995116285089,1102
10995116285103,238
10995116285107,1024
10995116285126,455
10995116285129,951
10995116285143,968
10995116285155,655
10995116285167,600
10995116285204,153
10995116285246,1218
10995116285249,418
10995116285253,1379
10995116285333,430
10995116285339,193
10995116285346,490
10995116285356,1237
10995116285379,980
10995116285385,357
10995116285425,125
10995116285454,849
10995116285471,189
10995116285480,507
10995116285497,208
10995116285514,737
10995116285520,817
10995116285528,1145
10995116285536,363
10995116285541,668
10995116285562,414
10995116285564,663
10995116285575,797
10995116285596,665
10995116285610,665
10995116285638,774
10995116285650,1217
10995116285662,1236
10995116285710,930
10995116285720,965
10995116285725,496
10995116285737,1020
10995116285747,705
10995116285756,457
10995116285798,382
10995116285803,667
10995116285822,1100
10995116285865,900
10995116285875,1069
10995116285893,982
10995116285911,1361
10995116285913,321
10995116285945,837
10995116285961,455
10995116285979,1169
10995116285998,430
10995116286003,134
10995116286007,603
10995116286014,404
10995116286071,735
10995116286081,1254
10995116286117,235
10995116286150,927
10995116286166,659
10995116286193,1353
10995116286208,491
10995116286213,1296
10995116286217,733
10995116286234,867
10995116286273,596
10995116286278,1329
10995116286302,336
10995116286339,290
10995116286350,1156
10995116286365,187
10995116286390,310
10995116286396,457
10995116286400,813
10995116286464,697
10995116286489,1447
10995116286493,1407
10995116286497,1338
10995116286502,947
10995116286525,305
10995116286528,1167
10995116286579,1141
10995116286580,385
10995116286583,1253
10995116286614,135
10995116286627,971
10995116286645,871
10995116286648,127
10995116286688,558
10995116286701,936
10995116286702,315
10995116286707,306
10995116286719,800
10995116286729,1356
10995116286742,1414
10995116286746,153
10995116286748,811
10995116286751,259
10995116286768,311
10995116286775,683
10995116286784,1333
10995116286786,1240
10995116286795,550
10995116286802,878
10995116286804,499
10995116286814,731
10995116286827,826
10995116286837,599
10995116286840,134
10995116286849,494
10995116286858,308
10995116286881,784
10995116286900,284
10995116286920,1223
10995116286932,1054
10995116286944,212
10995116286964,635
10995116286974,855
10995116286977,674
10995116287024,658
10995116287035,278
10995116287036,1405
10995116287043,943
10995116287090,1197
10995116287101,711
10995116287122,257
10995116287165,1323
10995116287167,330
10995116287203,622
10995116287219,897
10995116287220,934
10995116287270,1363
10995116287290,1422
10995116287294,731
10995116287306,1164
10995116287308,639
10995116287347,1225
10995116287349,1224
10995116287402,956
10995116287409,531
10995116287415,1203
10995116287422,614
10995116287466,538
10995116287470,1434
10995116287471,1426
10995116287474,754
10995116287491,1419
10995116287504,289
10995116287519,436
10995116287539,1346
10995116287582,515
10995116287593,1041
10995116287608,1420
10995116287612,1125
10995116287614,812
10995116287633,775
10995116287646,891
10995116287654,1415
10995116287672,1342
10995116287675,316
10995116287707,200
10995116287728,1078
10995116287751,280
10995116287790,372
10995116287799,947
10995116287818,1353
10995116287820,1323
10995116287822,672
10995116287844,1179
10995116287867,1181
10995116287871,208
10995116287926,659
10995116287940,274
10995116287956,410
10995116287958,1066
10995116288009,1382
10995116288013,117
10995116288016,516
10995116288027,1432
10995116288031,291
10995116288045,1299
10995116288060,446
10995116288077,546
10995116288080,1414
10995116288121,255
10995116288127,972
10995116288145,336
10995116288162,1354
10995116288182,949
10995116288201,799
10995116288202,175
10995116288256,1452
10995116288267,573
10995116288268,1073
10995116288321,1037
10995116288345,1311
10995116288346,911
10995116288385,504
10995116288394,1161
10995116288430,239
10995116288434,465
10995116288439,1187
10995116288445,773
10995116288478,683
10995116288480,1110
10995116288519,1092
10995116288542,1037
10995116288552,341
10995116288554,1082
10995116288561,429
10995116288569,604
10995116288577,1042
10995116288583,1087
10995116288600,332
10995116288632,437
10995116288634,1218
10995116288659,998
10995116288678,1424
10995116288690,1076
10995116288723,1125
10995116288732,453
10995116288739,1059
10995116288759,797
13194139533343,605
13194139533362,1301
13194139533394,1225
13194139533395,853
13194139533436,1304
13194139533440,126
13194139533461,1118
13194139533469,492
13194139533503,796
13194139533511,779
13194139533514,1342
13194139533545,1385
13194139533602,755
13194139533695,810
13194139533714,276
13194139533716,598
13194139533738,805
13194139533742,892
13194139533747,409
13194139533770,579
13194139533783,515
13194139533800,743
13194139533824,478
13194139533825,1122
13194139533842,1120
13194139533855,1086
13194139533902,954
13194139533937,1254
13194139533985,1363
13194139534011,549
13194139534037,550
13194139534047,524
13194139534048,1205
13194139534064,1009
13194139534071,1011
13194139534075,1015
13194139534081,1318
13194139534097,1242
13194139534099,1069
13194139534123,805
13194139534134,1312
13194139534157,1085
13194139534159,1424
13194139534178,320
13194139534180,146
13194139534213,579
13194139534223,276
13194139534229,1448
13194139534237,978
13194139534255,1307
13194139534257,589
13194139534284,840
13194139534285,1220
13194139534291,1091
13194139534316,805
13194139534323,770
13194139534325,394
13194139534352,1020
13194139534356,730
13194139534395,1194
13194139534408,709
13194139534426,182
13194139534437,952
13194139534441,519
13194139534446,1301
13194139534511,262
13194139534512,1308
13194139534529,478
13194139534540,1104
13194139534580,463
13194139534590,866
13194139534621,858
13194139534638,516
13194139534665,833
13194139534670,626
13194139534699,1307
13194139534705,668
13194139534718,830
13194139534728,1074
13194139534734,1260
13194139534742,209
13194139534767,1062
13194139534796,250
13194139534799,1126
13194139534817,474
13194139534842,439
13194139534872,237
13194139534890,191
13194139534931,958
13194139534970,1439
13194139534976,1342
13194139535015,343
13194139535035,768
13194139535066,330
13194139535075,205
13194139535077,724
13194139535097,641
13194139535134,673
13194139535146,154
13194139535192,1307
13194139535209,821
13194139535215,1334
13194139535249,1074
13194139535251,1041
13194139535271,1064
13194139535277,637
13194139535317,1304
13194139535343,617
13194139535349,761
13194139535363,772
13194139535368,1422
13194139535397,739
13194139535407,142
13194139535423,813
13194139535459,982
13194139535463,824
13194139535481,754
13194139535518,413
13194139535562,1377
13194139535584,838
13194139535600,957
13194139535629,686
13194139535645,1424
13194139535660,506
13194139535664,217
13194139535678,976
13194139535725,1425
13194139535727,902
13194139535799,336
13194139535808,768
13194139535829,1075
13194139535835,1025
13194139535847,1194
13194139535860,995
13194139535871,1158
13194139535881,996
13194139535887,882
13194139535893,326
13194139535895,859
13194139535922,1090
13194139535929,1424
13194139535953,1444
13194139535996,567
13194139536000,244
13194139536017,311
13194139536032,553
13194139536053,959
13194139536060,675
13194139536063,1332
13194139536096,1220
13194139536107,1351
13194139536120,562
13194139536128,1247
13194139536159,961
13194139536172,1375
13194139536173,260
13194139536180,1143
13194139536204,429
13194139536252,932
13194139536261,495
13194139536285,323
13194139536300,477
13194139536315,958
13194139536335,1177
13194139536344,1382
13194139536351,462
13194139536367,867
13194139536424,846
13194139536432,745
13194139536452,954
13194139536481,798
13194139536572,299
13194139536588,1353
13194139536624,1311
13194139536631,262
13194139536645,563
13194139536657,1159
13194139536663,684
13194139536668,297
13194139536676,1441
13194139536684,819
13194139536701,129
13194139536764,1437
13194139536770,1223
13194139536784,365
13194139536790,340
13194139536821,475
13194139536823,957
13194139536877,612
13194139536909,1424
13194139536932,362
13194139536936,539
13194139536937,278
13194139536951,884
13194139536961,475
13194139536963,470
13194139536974,679
13194139536983,1266
13194139536991,1098
13194139537000,1128
13194139537007,512
13194139537018,782
13194139537020,927
13194139537031,1154
13194139537035,356
13194139537074,1167
13194139537075,1335
13194139537077,386
13194139537078,930
13194139537105,299
13194139537108,260
13194139537123,1055
13194139537132,729
13194139537136,1379
13194139537139,573
13194139537158,757
13194139537159,1433
13194139537174,758
13194139537181,134
13194139537186,958
13194139537189,1420
13194139537192,539
13194139537202,178
13194139537206,708
13194139537210,1305
13194139537259,473
13194139537283,626
13194139537294,793
13194139537319,402
13194139537332,841
13194139537333,1057
13194139537359,390
13194139537379,461
13194139537381,161
13194139537410,1440
13194139537442,1395
13194139537464,1325
13194139537468,1379
13194139537479,472
13194139537497,428
13194139537510,673
13194139537539,1089
13194139537551,1129
13194139537579,323
13194139537588,1028
13194139537591,1166
13194139537598,117
13194139537603,623
13194139537635,269
13194139537660,724
13194139537662,1341
13194139537680,1429
13194139537729,711
13194139537745,473
13194139537751,414
13194139537752,376
13194139537780,496
13194139537794,496
13194139537798,969
13194139537799,689
13194139537819,868
13194139537863,751
13194139537873,1207
13194139537876,214
13194139537879,624
13194139537894,1129
13194139537897,1177
13194139537900,784
13194139537932,390
13194139537936,147
13194139537956,1224
13194139537986,549
13194139538021,1140
13194139538022,204
13194139538069,615
13194139538102,944
13194139538152,638
13194139538167,774
13194139538177,650
13194139538188,1172
13194139538196,826
13194139538197,493
13194139538199,1428
13194139538210,1152
13194139538219,1072
13194139538306,888
13194139538308,835
13194139538344,216
13194139538364,787
13194139538368,666
13194139538394,1382
13194139538415,585
13194139538448,1021
13194139538451,1363
13194139538505,847
13194139538512,1024
13194139538527,705
13194139538540,847
13194139538546,1408
13194139538587,525
13194139538590,842
13194139538604,757
13194139538613,1003
13194139538636,281
13194139538691,488
13194139538694,1436
13194139538714,856
13194139538742,792
13194139538743,741
13194139538778,974
13194139538814,1439
13194139538815,1048
13194139538816,554
13194139538836,491
13194139538857,553
13194139538863,1319
13194139538864,692
13194139538886,1011
13194139538904,758
13194139538919,1142
13194139538968,314
13194139538973,629
13194139538986,958
13194139538988,252
13194139538994,332
13194139539036,1069
13194139539065,617
13194139539073,943
13194139539087,1136
13194139539089,1127
13194139539096,1116
13194139539104,506
13194139539107,1278
13194139539127,1010
13194139539140,124
13194139539167,671
13194139539195,1270
13194139539233,632
13194139539234,840
13194139539254,363
13194139539295,825
13194139539318,1103
13194139539322,1064
13194139539325,1438
13194139539328,111
13194139539333,495
13194139539343,1353
13194139539363,876
13194139539364,971
13194139539450,1255
13194139539463,512
13194139539487,658
13194139539494,1273
13194139539511,431
13194139539518,1423
13194139539522,892
13194139539526,563
13194139539552,1268
13194139539554,194
13194139539577,392
13194139539589,1022
13194139539597,130
13194139539598,603
13194139539617,123
13194139539622,959
13194139539637,685
13194139539646,1138
13194139539659,1267
13194139539662,454
13194139539680,724
13194139539708,1044
13194139539717,862
13194139539723,1217
13194139539740,1211
13194139539767,895
13194139539846,159
13194139539851,373
13194139539852,445
13194139539866,478
13194139539888,1038
13194139539905,189
13194139539922,198
13194139539947,490
13194139539955,372
13194139540003,113
13194139540004,768
13194139540006,690
13194139540014,283
13194139540053,802
13194139540056,1152
13194139540068,155
13194139540110,788
13194139540132,1200
13194139540142,1443
13194139540172,1436
13194139540179,916
13194139540185,1237
13194139540236,410
13194139540244,513
13194139540257,413
13194139540284,471
13194139540317,899
13194139540331,646
13194139540341,777
13194139540344,723
13194139540372,813
13194139540435,857
13194139540439,745
13194139540471,191
13194139540475,360
13194139540499,1076
13194139540507,1204
13194139540521,627
13194139540541,486
13194139540544,974
13194139540547,845
13194139540590,613
13194139540610,569
13194139540622,1390
13194139540645,573
13194139540646,1339
13194139540652,922
13194139540667,1097
13194139540711,499
13194139540712,409
13194139540755,363
13194139540794,877
13194139540844,1359
13194139540871,191
13194139540897,1284
13194139540913,744
13194139540915,441
13194139540984,323
13194139540988,454
13194139541000,183
13194139541011,497
13194139541053,1052
13194139541057,918
13194139541085,1377
13194139541122,570
13194139541166,577
13194139541170,212
13194139541181,243
13194139541187,352
13194139541195,1274
13194139541196,1306
13194139541221,1210
13194139541228,1208
13194139541245,296
13194139541252,230
13194139541253,1303
13194139541259,1418
13194139541324,1293
13194139541373,393
13194139541399,216
13194139541422,907
13194139541441,558
13194139541442,667
13194139541490,210
13194139541504,868
13194139541519,749
13194139541547,971
13194139541551,613
13194139541554,1397
13194139541558,389
13194139541560,528
13194139541572,1369
13194139541579,1432
13194139541599,443
13194139541609,392
13194139541621,980
13194139541622,569
13194139541682,1293
13194139541686,808
13194139541703,1129
13194139541713,266
13194139541736,145
13194139541795,942
13194139541799,913
13194139541815,591
13194139541829,1126
13194139541865,692
13194139541893,636
13194139541894,977
13194139541895,946
13194139541898,719
13194139541899,725
13194139541903,822
13194139541915,1425
13194139541980,1181
13194139542022,1325
13194139542065,1043
13194139542071,1424
13194139542083,150
13194139542108,479
13194139542144,363
13194139542171,645
13194139542199,498
13194139542206,183
13194139542212,183
13194139542323,598
13194139542332,896
13194139542378,502
13194139542423,594
13194139542431,904
13194139542471,1054
13194139542497,325
13194139542498,1057
13194139542521,991
13194139542584,1214
13194139542620,256
13194139542661,1408
13194139542677,1054
13194139542718,982
13194139542722,622
13194139542762,1419
13194139542799,1322
13194139542835,218
13194139542843,1109
13194139542869,1347
13194139542892,795
13194139542903,833
13194139542917,487
13194139542928,1000
13194139542929,531
13194139542944,369
13194139542959,614
13194139542965,915
13194139542990,464
13194139542992,805
13194139543000,906
13194139543055,1372
13194139543082,348
13194139543088,132
13194139543101,283
13194139543105,1232
13194139543115,871
13194139543119,235
13194139543173,447
13194139543178,978
13194139543188,259
13194139543196,1289
13194139543217,1439
13194139543225,561
13194139543256,816
13194139543295,1448
13194139543302,353
13194139543316,924
13194139543346,1397
13194139543357,500
13194139543364,1072
13194139543440,263
13194139543443,307
13194139543463,639
13194139543505,1332
13194139543514,1381
13194139543547,371
13194139543589,187
13194139543591,820
13194139543604,264
13194139543607,296
13194139543621,215
13194139543641,716
13194139543649,924
13194139543653,239
13194139543670,1413
13194139543681,574
13194139543683,116
13194139543684,1445
13194139543719,285
13194139543744,1026
13194139543762,690
13194139543775,708
13194139543785,1330
13194139543830,1214
13194139543858,1385
13194139543863,621
13194139543880,926
13194139543884,1232
13194139543889,1395
13194139543955,362
13194139543958,221
13194139543968,1230
13194139544007,825
13194139544026,1378
13194139544083,273
13194139544105,515
13194139544112,869
13194139544117,625
13194139544124,404
13194139544134,769
13194139544178,1292
13194139544179,468
13194139544182,1425
13194139544187,381
13194139544222,851
13194139544229,530
13194139544250,665
13194139544257,1160
13194139544274,192
13194139544294,1222
13194139544305,855
15393162788877,1410
15393162788899,786
15393162788910,750
15393162788912,1249
15393162788917,764
15393162788923,227
15393162788928,1061
15393162788948,1420
15393162788957,976
15393162788994,714
15393162789011,203
15393162789018,1314
15393162789019,1321
15393162789045,1086
15393162789060,1151
15393162789116,1328
15393162789121,1402
15393162789127,229
15393162789136,255
15393162789145,490
15393162789159,522
15393162789162,1011
15393162789178,823
15393162789183,1248
15393162789200,238
15393162789203,964
15393162789218,986
15393162789241,1386
15393162789243,423
15393162789319,1329
15393162789324,618
15393162789340,409
15393162789345,721
15393162789356,495
15393162789362,128
15393162789375,328
15393162789398,1142
15393162789402,993
15393162789414,1150
15393162789434,184
15393162789459,1079
15393162789498,1063
15393162789519,121
15393162789525,1316
15393162789533,1215
15393162789553,876
15393162789562,856
15393162789572,1370
15393162789582,373
15393162789607,1134
15393162789610,1018
15393162789626,269
15393162789629,334
15393162789653,1220
15393162789690,570
15393162789692,591
15393162789731,1358
15393162789753,827
15393162789769,238
15393162789782,1374
15393162789817,1248
15393162789846,975
15393162789850,941
15393162789901,615
15393162789959,599
15393162789986,696
15393162789996,306
15393162789997,627
15393162790005,164
15393162790025,432
15393162790030,1427
15393162790035,342
15393162790046,285
15393162790069,314
15393162790078,655
15393162790080,645
15393162790090,1446
15393162790095,1093
15393162790150,836
15393162790159,1323
15393162790162,787
15393162790177,820
15393162790196,1422
15393162790200,519
15393162790208,981
15393162790264,273
15393162790303,237
15393162790313,306
15393162790325,1299
15393162790332,515
15393162790364,921
15393162790408,338
15393162790418,410
15393162790427,279
15393162790446,1018
15393162790498,953
15393162790530,765
15393162790534,568
15393162790634,230
15393162790640,958
15393162790653,837
15393162790678,503
15393162790706,1440
15393162790719,1423
15393162790754,249
15393162790789,1316
15393162790794,1039
15393162790815,1123
15393162790831,920
15393162790856,726
15393162790883,1125
15393162790889,641
15393162790914,643
15393162790930,1401
15393162790974,755
15393162790976,1037
15393162790992,1322
15393162790997,325
15393162791023,952
15393162791026,890
15393162791055,1065
15393162791066,975
15393162791068,714
15393162791098,226
15393162791123,1382
15393162791150,1359
15393162791154,722
15393162791208,1444
15393162791211,113
15393162791214,1067
15393162791244,790
15393162791286,1434
15393162791306,1419
15393162791310,695
15393162791318,1320
15393162791332,619
15393162791338,848
15393162791340,783
15393162791375,1007
15393162791390,340
15393162791403,808
15393162791409,1028
15393162791414,567
15393162791432,1022
15393162791441,483
15393162791448,1162
15393162791473,684
15393162791489,270
15393162791499,259
15393162791508,855
15393162791533,1411
15393162791551,234
15393162791559,180
15393162791561,280
15393162791594,905
15393162791606,286
15393162791622,562
15393162791627,404
15393162791632,985
15393162791639,386
15393162791676,957
15393162791723,1016
15393162791758,955
15393162791806,1256
15393162791859,1041
15393162791906,1439
15393162791929,437
15393162792008,491
15393162792025,224
15393162792028,328
15393162792039,1082
15393162792043,499
15393162792059,944
15393162792064,1252
15393162792074,1243
15393162792089,939
15393162792097,708
15393162792099,1352
15393162792105,1386
15393162792128,112
15393162792130,852
15393162792146,860
15393162792217,1162
15393162792241,1084
15393162792256,1116
15393162792304,1117
15393162792314,519
15393162792327,549
15393162792385,722
15393162792389,1120
15393162792392,820
15393162792394,1127
15393162792396,178
15393162792415,138
15393162792416,350
15393162792419,362
15393162792434,796
15393162792467,580
15393162792471,252
15393162792479,1122
15393162792517,555
15393162792522,406
15393162792524,1124
15393162792538,791
15393162792555,1299
15393162792568,1317
15393162792575,459
15393162792594,363
15393162792602,1057
15393162792610,930
15393162792635,1330
15393162792647,426
15393162792654,514
15393162792672,1184
15393162792752,886
15393162792760,957
15393162792761,115
15393162792765,515
15393162792792,154
15393162792794,659
15393162792798,642
15393162792804,275
15393162792820,686
15393162792823,814
15393162792851,291
15393162792874,1167
15393162792918,537
15393162792925,319
15393162792958,950
15393162793010,1317
15393162793038,1208
15393162793052,1124
15393162793087,839
15393162793114,641
15393162793148,1199
15393162793157,1078
15393162793184,1177
15393162793189,1308
15393162793202,1396
15393162793222,840
15393162793238,1444
15393162793274,1226
15393162793282,1040
15393162793288,1323
15393162793290,1342
15393162793300,661
15393162793310,1183
15393162793326,1101
15393162793338,704
15393162793364,665
15393162793388,378
15393162793397,1110
15393162793412,524
15393162793424,1275
15393162793426,818
15393162793440,1194
15393162793477,439
15393162793486,442
15393162793494,1297
15393162793501,676
15393162793518,1191
15393162793557,388
15393162793576,784
15393162793598,798
15393162793599,1423
15393162793611,1203
15393162793627,358
15393162793693,415
15393162793696,925
15393162793717,311
15393162793718,1167
15393162793735,755
15393162793760,623
15393162793765,1209
15393162793774,1084
15393162793777,1148
15393162793801,963
15393162793805,184
15393162793810,719
15393162793820,899
15393162793821,1058
15393162793851,577
15393162793863,849
15393162793869,675
15393162793879,556
15393162793884,1443
15393162793915,1271
15393162793934,1222
15393162793945,1070
15393162793949,472
15393162793972,313
15393162793982,882
15393162794009,1139
15393162794033,987
15393162794037,1309
15393162794069,437
15393162794128,1209
15393162794145,957
15393162794183,337
15393162794185,298
15393162794203,484
15393162794206,446
15393162794219,227
15393162794222,935
15393162794223,882
15393162794226,171
15393162794233,1137
15393162794253,437
15393162794267,931
15393162794272,1359
15393162794275,1218
15393162794309,134
15393162794315,241
15393162794332,774
15393162794334,1053
15393162794340,705
15393162794351,733
15393162794359,569
15393162794384,527
15393162794439,986
15393162794465,884
15393162794466,828
15393162794468,1145
15393162794469,867
15393162794514,143
15393162794517,1081
15393162794518,368
15393162794550,875
15393162794570,620
15393162794619,915
15393162794649,261
15393162794655,441
15393162794663,245
15393162794666,124
15393162794683,790
15393162794709,1048
15393162794711,1236
15393162794743,791
15393162794759,962
15393162794842,272
15393162794845,721
15393162794858,780
15393162794859,448
15393162794896,657
15393162794929,870
15393162794953,1080
15393162794955,538
15393162794968,422
15393162794971,1377
15393162795000,336
15393162795016,722
15393162795042,575
15393162795051,912
15393162795056,640
15393162795066,1426
15393162795090,1137
15393162795096,998
15393162795110,435
15393162795118,337
15393162795142,1269
15393162795159,148
15393162795213,784
15393162795236,1432
